Tahun;Bulan;Tanggal;Produk;Unit_Terjual;Harga_Per_Unit
2021;Agustus;20;Latte;52.0;28000.0
2021;Agustus;20;;33.0;21000.0
2021;Agustus;20;;25.0;18000.0
2021;Agustus;21;Americano;;21000.0
2021;Agustus;21;Cappuccino;37.0;25000.0
2021;Agustus;21;Croissant;11.0;18000.0
2021;Agustus;21;Donat;14.0;15000.0
2021;Agustus;21;Espresso;;22000.0
2021;Agustus;21;Latte;41.0;28000.0
2021;Agustus;22;Americano;44.0;21000.0
2021;Agustus;22;Cappuccino;31.0;25000.0
2021;Agustus;22;Croissant;31.0;18000.0
2021;Agustus;22;Donat;27.0;15000.0
2021;Agustus;22;Latte;34.0;28000.0
2021;Agustus;22;;49.0;22000.0
2021;Agustus;23;Cappuccino;28.0;25000.0
2021;Agustus;23;Croissant;19.0;18000.0
2021;Agustus;23;Donat;19.0;15000.0
2021;Agustus;23;Espresso;47.0;22000.0
2021;Agustus;23;Latte;33.0;28000.0
2021;Agustus;23;;52.0;21000.0
2021;Agustus;24;Americano;57.0;
2021;Agustus;24;Cappuccino;43.0;25000.0
2021;Agustus;24;Croissant;16.0;18000.0
2021;Agustus;24;Donat;29.0;15000.0
2021;Agustus;24;Espresso;;22000.0
2021;Agustus;24;Latte;44.0;28000.0
2021;Agustus;25;Americano;44.0;21000.0
2021;Agustus;25;Cappuccino;52.0;25000.0
2021;Agustus;25;Croissant;26.0;18000.0
2021;Agustus;25;Espresso;40.0;
2021;Agustus;25;Latte;42.0;28000.0
2021;Agustus;25;;30.0;
2021;Agustus;26;Americano;24.0;21000.0
2021;Agustus;26;Cappuccino;31.0;
2021;Agustus;26;Croissant;38.0;
2021;Agustus;26;Donat;13.0;15000.0
2021;Agustus;26;Espresso;37.0;22000.0
2021;Agustus;26;Latte;33.0;28000.0
2021;Agustus;27;Americano;46.0;21000.0
2021;Agustus;27;Cappuccino;42.0;25000.0
2021;Agustus;27;Croissant;28.0;18000.0
2021;Agustus;27;Donat;17.0;15000.0
2021;Agustus;27;Espresso;38.0;22000.0
2021;Agustus;27;Latte;37.0;28000.0
2021;Agustus;28;Americano;52.0;21000.0
2021;Agustus;28;Cappuccino;38.0;25000.0
2021;Agustus;28;Croissant;25.0;18000.0
2021;Agustus;28;Donat;27.0;15000.0
2021;Agustus;28;Espresso;38.0;22000.0
2021;Agustus;28;Latte;42.0;28000.0
2021;Agustus;29;Americano;29.0;21000.0
2021;Agustus;29;Cappuccino;41.0;25000.0
2021;Agustus;29;Croissant;25.0;18000.0
2021;Agustus;29;Donat;16.0;15000.0
2021;Agustus;29;Latte;49.0;28000.0
2021;Agustus;29;;45.0;22000.0
2021;Agustus;30;Cappuccino;49.0;25000.0
2021;Agustus;30;Croissant;24.0;18000.0
2021;Agustus;30;Donat;35.0;
2021;Agustus;30;Espresso;35.0;22000.0
2021;Agustus;30;Latte;44.0;28000.0
2021;Agustus;30;;40.0;21000.0
2021;Agustus;31;Americano;;21000.0
2021;Agustus;31;Cappuccino;44.0;25000.0
2021;Agustus;31;Croissant;28.0;18000.0
2021;Agustus;31;Donat;;15000.0
2021;Agustus;31;Espresso;41.0;22000.0
2021;Agustus;31;Latte;60.0;28000.0
2021;September;1;Americano;30.0;21000.0
2021;September;1;Cappuccino;38.0;25000.0
2021;September;1;Croissant;20.0;18000.0
2021;September;1;Donat;15.0;15000.0
2021;September;1;Espresso;50.0;
2021;September;1;Latte;45.0;28000.0
2021;September;2;Americano;43.0;21000.0
2021;September;2;Cappuccino;53.0;25000.0
2021;September;2;Croissant;12.0;
2021;September;2;Donat;25.0;
2021;September;2;Espresso;35.0;22000.0
2021;September;2;Latte;44.0;28000.0
2021;September;3;Americano;40.0;21000.0
2021;September;3;Cappuccino;38.0;
2021;September;3;Croissant;15.0;18000.0
2021;September;3;Donat;27.0;15000.0
2021;September;3;Espresso;49.0;22000.0
2021;September;3;Latte;35.0;
2021;September;4;Americano;36.0;21000.0
2021;September;4;Cappuccino;32.0;25000.0
2021;September;4;Croissant;27.0;18000.0
2021;September;4;Donat;19.0;15000.0
2021;September;4;Espresso;39.0;22000.0
2021;September;4;Latte;43.0;28000.0
2021;September;4;;39.0;22000.0
2021;September;5;Americano;47.0;21000.0
2021;September;5;Cappuccino;41.0;25000.0
2021;September;5;Croissant;10.0;18000.0
2021;September;5;Donat;7.0;15000.0
2021;September;5;Espresso;53.0;22000.0
2021;September;5;Latte;36.0;28000.0
2021;September;6;Americano;60.0;21000.0
2021;September;6;Cappuccino;35.0;25000.0
2021;September;6;Croissant;17.0;18000.0
2021;September;6;Donat;23.0;
2021;September;6;Espresso;27.0;
2021;September;6;Latte;50.0;28000.0
2021;September;7;Americano;49.0;21000.0
2021;September;7;Cappuccino;56.0;25000.0
2021;September;7;Croissant;30.0;18000.0
2021;September;7;Donat;26.0;15000.0
2021;September;7;Espresso;52.0;22000.0
2021;September;7;;56.0;28000.0
2021;September;8;Americano;39.0;21000.0
2021;September;8;Cappuccino;33.0;25000.0
2021;September;8;Croissant;20.0;18000.0
2021;September;8;Donat;18.0;15000.0
2021;September;8;Espresso;46.0;22000.0
2021;September;8;Latte;35.0;28000.0
2021;September;9;Americano;;21000.0
2021;September;9;Cappuccino;40.0;25000.0
2021;September;9;Croissant;12.0;18000.0
2021;September;9;Donat;20.0;
2021;September;9;Espresso;45.0;22000.0
2021;September;9;Latte;47.0;28000.0
2021;September;10;Americano;39.0;21000.0
2021;September;10;Cappuccino;;25000.0
2021;September;10;Croissant;34.0;18000.0
2021;September;10;Donat;27.0;15000.0
2021;September;10;Espresso;34.0;22000.0
2021;September;10;Latte;25.0;28000.0
2021;September;11;Americano;44.0;21000.0
2021;September;11;Cappuccino;49.0;25000.0
2021;September;11;Croissant;20.0;18000.0
2021;September;11;Donat;14.0;15000.0
2021;September;11;Espresso;31.0;22000.0
2021;September;11;Latte;54.0;28000.0
2021;September;12;Americano;52.0;21000.0
2021;September;12;Cappuccino;55.0;25000.0
2021;September;12;Croissant;18.0;18000.0
2021;September;12;Donat;13.0;15000.0
2021;September;12;Espresso;;22000.0
2021;September;12;Latte;48.0;28000.0
2021;September;13;Americano;38.0;21000.0
2021;September;13;Cappuccino;42.0;25000.0
2021;September;13;Donat;9.0;15000.0
2021;September;13;Espresso;41.0;22000.0
2021;September;13;;25.0;28000.0
2021;September;13;;18.0;18000.0
2021;September;14;Americano;17.0;21000.0
2021;September;14;Cappuccino;30.0;25000.0
2021;September;14;Cappuccino;;25000.0
2021;September;14;Croissant;;18000.0
2021;September;14;Donat;36.0;15000.0
2021;September;14;Espresso;;22000.0
2021;September;14;Latte;35.0;28000.0
2021;September;15;Americano;43.0;21000.0
2021;September;15;Cappuccino;35.0;25000.0
2021;September;15;Croissant;14.0;18000.0
2021;September;15;Donat;24.0;15000.0
2021;September;15;Latte;36.0;28000.0
2021;September;15;;53.0;22000.0
2021;September;16;Americano;38.0;21000.0
2021;September;16;Cappuccino;39.0;25000.0
2021;September;16;Croissant;14.0;18000.0
2021;September;16;Donat;15.0;15000.0
2021;September;16;Espresso;46.0;22000.0
2021;September;16;Latte;49.0;28000.0
2021;September;17;Americano;33.0;
2021;September;17;Cappuccino;47.0;25000.0
2021;September;17;Croissant;33.0;18000.0
2021;September;17;Donat;19.0;15000.0
2021;September;17;Espresso;38.0;22000.0
2021;September;17;Latte;;28000.0
2021;September;18;Americano;47.0;21000.0
2021;September;18;Cappuccino;20.0;25000.0
2021;September;18;Croissant;27.0;18000.0
2021;September;18;Donat;19.0;
2021;September;18;Espresso;39.0;22000.0
2021;September;18;Latte;34.0;28000.0
2021;September;19;Americano;35.0;21000.0
2021;September;19;Cappuccino;27.0;25000.0
2021;September;19;Croissant;28.0;18000.0
2021;September;19;Donat;11.0;15000.0
2021;September;19;Espresso;;22000.0
2021;September;19;Latte;44.0;28000.0
2021;September;20;Americano;39.0;21000.0
2021;September;20;Cappuccino;43.0;25000.0
2021;September;20;Croissant;9.0;18000.0
2021;September;20;Donat;31.0;15000.0
2021;September;20;Espresso;42.0;22000.0
2021;September;20;Latte;29.0;28000.0
2021;September;21;Americano;49.0;21000.0
2021;September;21;Cappuccino;41.0;25000.0
2021;September;21;Croissant;13.0;18000.0
2021;September;21;Donat;22.0;15000.0
2021;September;21;Espresso;34.0;22000.0
2021;September;21;Latte;;28000.0
2021;September;22;Cappuccino;41.0;25000.0
2021;September;22;Croissant;15.0;18000.0
2021;September;22;Donat;22.0;15000.0
2021;September;22;Espresso;43.0;22000.0
2021;September;22;Latte;;28000.0
2021;September;22;;37.0;21000.0
2021;September;23;Americano;47.0;21000.0
2021;September;23;Cappuccino;43.0;
2021;September;23;Croissant;3.0;18000.0
2021;September;23;Donat;13.0;15000.0
2021;September;23;Espresso;31.0;22000.0
2021;September;23;Latte;16.0;28000.0
2021;September;24;Americano;34.0;21000.0
2021;September;24;Cappuccino;40.0;25000.0
2021;September;24;Croissant;20.0;18000.0
2021;September;24;Espresso;44.0;22000.0
2021;September;24;Latte;56.0;28000.0
2021;September;24;;32.0;
2021;September;25;Americano;32.0;21000.0
2021;September;25;Cappuccino;36.0;25000.0
2021;September;25;Croissant;22.0;18000.0
2021;September;25;Donat;34.0;15000.0
2021;September;25;Espresso;34.0;22000.0
2021;September;25;Latte;33.0;
2021;September;26;Americano;27.0;
2021;September;26;Cappuccino;37.0;25000.0
2021;September;26;Croissant;29.0;18000.0
2021;September;26;Donat;21.0;15000.0
2021;September;26;Espresso;42.0;
2021;September;26;Latte;37.0;28000.0
2021;September;27;Americano;33.0;21000.0
2021;September;27;Cappuccino;42.0;
2021;September;27;Croissant;18.0;18000.0
2021;September;27;Donat;31.0;15000.0
2021;September;27;Espresso;38.0;22000.0
2021;September;27;Latte;65.0;28000.0
2021;September;28;Americano;34.0;21000.0
2021;September;28;Cappuccino;47.0;25000.0
2021;September;28;Croissant;36.0;18000.0
2021;September;28;Donat;30.0;
2021;September;28;Espresso;40.0;22000.0
2021;September;28;Latte;28.0;28000.0
2021;September;29;Americano;46.0;21000.0
2021;September;29;Cappuccino;40.0;25000.0
2021;September;29;Croissant;25.0;18000.0
2021;September;29;Donat;15.0;15000.0
2021;September;29;Espresso;36.0;22000.0
2021;September;29;Latte;50.0;28000.0
2021;September;30;Americano;36.0;21000.0
2021;September;30;Cappuccino;37.0;25000.0
2021;September;30;Croissant;14.0;18000.0
2021;September;30;Espresso;34.0;22000.0
2021;September;30;Latte;48.0;
2021;September;30;;25.0;15000.0
2021;Oktober;1;Americano;51.0;21000.0
2021;Oktober;1;Cappuccino;40.0;
2021;Oktober;1;Croissant;21.0;18000.0
2021;Oktober;1;Espresso;56.0;22000.0
2021;Oktober;1;;31.0;28000.0
2021;Oktober;1;;25.0;15000.0
2021;Oktober;2;Americano;47.0;21000.0
2021;Oktober;2;Cappuccino;38.0;25000.0
2021;Oktober;2;Croissant;31.0;
2021;Oktober;2;Donat;42.0;15000.0
2021;Oktober;2;Espresso;31.0;22000.0
2021;Oktober;2;Latte;43.0;28000.0
2021;Oktober;3;Americano;;
2021;Oktober;3;Cappuccino;41.0;25000.0
2021;Oktober;3;Croissant;24.0;18000.0
2021;Oktober;3;Donat;19.0;15000.0
2021;Oktober;3;Espresso;44.0;22000.0
2021;Oktober;3;Latte;42.0;28000.0
2021;Oktober;4;Americano;;21000.0
2021;Oktober;4;Cappuccino;31.0;25000.0
2021;Oktober;4;Croissant;32.0;18000.0
2021;Oktober;4;Donat;21.0;15000.0
2021;Oktober;4;Espresso;41.0;22000.0
2021;Oktober;4;Latte;50.0;28000.0
2021;Oktober;5;Americano;39.0;21000.0
2021;Oktober;5;Cappuccino;50.0;25000.0
2021;Oktober;5;Croissant;;18000.0
2021;Oktober;5;Donat;17.0;15000.0
2021;Oktober;5;Espresso;23.0;22000.0
2021;Oktober;5;Latte;35.0;28000.0
2021;Oktober;6;Americano;37.0;21000.0
2021;Oktober;6;Donat;14.0;15000.0
2021;Oktober;6;Espresso;46.0;22000.0
2021;Oktober;6;Latte;44.0;28000.0
2021;Oktober;6;;38.0;25000.0
2021;Oktober;6;;18.0;18000.0
2021;Oktober;7;Americano;52.0;21000.0
2021;Oktober;7;Cappuccino;49.0;25000.0
2021;Oktober;7;Croissant;29.0;18000.0
2021;Oktober;7;Donat;18.0;
2021;Oktober;7;Espresso;52.0;22000.0
2021;Oktober;7;Latte;37.0;
2021;Oktober;8;Americano;42.0;21000.0
2021;Oktober;8;Cappuccino;32.0;25000.0
2021;Oktober;8;Croissant;;18000.0
2021;Oktober;8;Donat;31.0;15000.0
2021;Oktober;8;Espresso;43.0;22000.0
2021;Oktober;8;;39.0;28000.0
2021;Oktober;9;Americano;37.0;21000.0
2021;Oktober;9;Cappuccino;42.0;25000.0
2021;Oktober;9;Croissant;26.0;18000.0
2021;Oktober;9;Donat;18.0;15000.0
2021;Oktober;9;Espresso;36.0;22000.0
2021;Oktober;9;;41.0;28000.0
2021;Oktober;10;Americano;;
2021;Oktober;10;Cappuccino;41.0;25000.0
2021;Oktober;10;Croissant;13.0;18000.0
2021;Oktober;10;Donat;16.0;
2021;Oktober;10;Espresso;46.0;22000.0
2021;Oktober;10;Latte;29.0;28000.0
2021;Oktober;11;Americano;43.0;21000.0
2021;Oktober;11;Cappuccino;42.0;25000.0
2021;Oktober;11;Croissant;27.0;18000.0
2021;Oktober;11;Donat;30.0;15000.0
2021;Oktober;11;Espresso;44.0;22000.0
2021;Oktober;11;Latte;41.0;28000.0
2021;Oktober;12;Americano;;21000.0
2021;Oktober;12;Cappuccino;45.0;25000.0
2021;Oktober;12;Croissant;20.0;
2021;Oktober;12;Donat;14.0;15000.0
2021;Oktober;12;Espresso;43.0;22000.0
2021;Oktober;12;Latte;38.0;28000.0
2021;Oktober;13;Americano;46.0;21000.0
2021;Oktober;13;Cappuccino;22.0;25000.0
2021;Oktober;13;Croissant;17.0;18000.0
2021;Oktober;13;Donat;21.0;15000.0
2021;Oktober;13;Espresso;;22000.0
2021;Oktober;13;Latte;;28000.0
2021;Oktober;14;Americano;36.0;21000.0
2021;Oktober;14;Cappuccino;45.0;25000.0
2021;Oktober;14;Croissant;26.0;
2021;Oktober;14;Donat;19.0;15000.0
2021;Oktober;14;Espresso;42.0;22000.0
2021;Oktober;14;;41.0;28000.0
2021;Oktober;15;Americano;48.0;21000.0
2021;Oktober;15;Cappuccino;32.0;25000.0
2021;Oktober;15;Croissant;17.0;18000.0
2021;Oktober;15;Donat;28.0;15000.0
2021;Oktober;15;Espresso;45.0;22000.0
2021;Oktober;15;Latte;44.0;28000.0
2021;Oktober;16;Americano;37.0;21000.0
2021;Oktober;16;Cappuccino;38.0;25000.0
2021;Oktober;16;Espresso;42.0;22000.0
2021;Oktober;16;Latte;;28000.0
2021;Oktober;16;;21.0;18000.0
2021;Oktober;16;;19.0;15000.0
2021;Oktober;17;Americano;31.0;21000.0
2021;Oktober;17;Cappuccino;31.0;
2021;Oktober;17;Croissant;29.0;18000.0
2021;Oktober;17;Espresso;46.0;22000.0
2021;Oktober;17;;27.0;28000.0
2021;Oktober;17;;35.0;15000.0
2021;Oktober;18;Americano;49.0;21000.0
2021;Oktober;18;Cappuccino;40.0;
2021;Oktober;18;Croissant;14.0;18000.0
2021;Oktober;18;Donat;23.0;15000.0
2021;Oktober;18;Espresso;;22000.0
2021;Oktober;18;Latte;;28000.0
2021;Oktober;19;Americano;48.0;
2021;Oktober;19;Cappuccino;41.0;25000.0
2021;Oktober;19;Croissant;0.0;18000.0
2021;Oktober;19;Donat;27.0;15000.0
2021;Oktober;19;Espresso;47.0;22000.0
2021;Oktober;19;Latte;44.0;28000.0
2021;Oktober;20;Americano;50.0;21000.0
2021;Oktober;20;Cappuccino;44.0;25000.0
2021;Oktober;20;Croissant;20.0;18000.0
2021;Oktober;20;Donat;29.0;15000.0
2021;Oktober;20;Espresso;34.0;22000.0
2021;Oktober;20;Latte;25.0;28000.0
2021;Oktober;21;Americano;45.0;21000.0
2021;Oktober;21;Cappuccino;53.0;25000.0
2021;Oktober;21;Croissant;22.0;18000.0
2021;Oktober;21;Donat;9.0;15000.0
2021;Oktober;21;Espresso;52.0;22000.0
2021;Oktober;21;Latte;50.0;28000.0
2021;Oktober;22;Americano;38.0;21000.0
2021;Oktober;22;Cappuccino;57.0;25000.0
2021;Oktober;22;Croissant;22.0;18000.0
2021;Oktober;22;Donat;26.0;15000.0
2021;Oktober;22;Espresso;38.0;22000.0
2021;Oktober;22;Latte;33.0;28000.0
2021;Oktober;23;Americano;41.0;21000.0
2021;Oktober;23;Cappuccino;35.0;25000.0
2021;Oktober;23;Croissant;16.0;18000.0
2021;Oktober;23;Donat;11.0;15000.0
2021;Oktober;23;Espresso;40.0;22000.0
2021;Oktober;23;Latte;53.0;28000.0
2021;Oktober;24;Americano;34.0;21000.0
2021;Oktober;24;Cappuccino;36.0;25000.0
2021;Oktober;24;Croissant;10.0;18000.0
2021;Oktober;24;Donat;21.0;
2021;Oktober;24;Espresso;35.0;22000.0
2021;Oktober;24;Latte;39.0;28000.0
2021;Oktober;25;Americano;28.0;
2021;Oktober;25;Cappuccino;40.0;25000.0
2021;Oktober;25;Donat;15.0;15000.0
2021;Oktober;25;Espresso;27.0;22000.0
2021;Oktober;25;Latte;46.0;28000.0
2021;Oktober;25;;19.0;18000.0
2021;Oktober;26;Americano;40.0;21000.0
2021;Oktober;26;Cappuccino;24.0;25000.0
2021;Oktober;26;Croissant;20.0;18000.0
2021;Oktober;26;Donat;27.0;15000.0
2021;Oktober;26;Espresso;42.0;22000.0
2021;Oktober;26;Latte;50.0;28000.0
2021;Oktober;27;Americano;33.0;21000.0
2021;Oktober;27;Donat;22.0;15000.0
2021;Oktober;27;Espresso;41.0;22000.0
2021;Oktober;27;Latte;33.0;28000.0
2021;Oktober;27;;37.0;25000.0
2021;Oktober;27;;30.0;18000.0
2021;Oktober;28;Americano;27.0;21000.0
2021;Oktober;28;Cappuccino;34.0;25000.0
2021;Oktober;28;Croissant;;18000.0
2021;Oktober;28;Donat;9.0;15000.0
2021;Oktober;28;Latte;39.0;28000.0
2021;Oktober;28;;55.0;22000.0
2021;Oktober;29;Americano;47.0;21000.0
2021;Oktober;29;Cappuccino;27.0;
2021;Oktober;29;Croissant;;18000.0
2021;Oktober;29;Donat;23.0;15000.0
2021;Oktober;29;Espresso;42.0;22000.0
2021;Oktober;29;;44.0;28000.0
2021;Oktober;30;Americano;;21000.0
2021;Oktober;30;Croissant;4.0;18000.0
2021;Oktober;30;Donat;16.0;15000.0
2021;Oktober;30;Espresso;52.0;22000.0
2021;Oktober;30;Latte;47.0;28000.0
2021;Oktober;30;;37.0;25000.0
2021;Oktober;31;Americano;40.0;21000.0
2021;Oktober;31;Cappuccino;38.0;25000.0
2021;Oktober;31;Croissant;;18000.0
2021;Oktober;31;Donat;16.0;15000.0
2021;Oktober;31;Espresso;;22000.0
2021;Oktober;31;Latte;32.0;28000.0
2021;November;1;Americano;51.0;21000.0
2021;November;1;Cappuccino;31.0;25000.0
2021;November;1;Croissant;21.0;18000.0
2021;November;1;Donat;;15000.0
2021;November;1;Espresso;41.0;22000.0
2021;November;1;Latte;43.0;28000.0
2021;November;2;Americano;42.0;21000.0
2021;November;2;Cappuccino;47.0;25000.0
2021;November;2;Croissant;17.0;18000.0
2021;November;2;Donat;24.0;15000.0
2021;November;2;Espresso;45.0;22000.0
2021;November;2;Latte;41.0;28000.0
2021;November;3;Americano;38.0;21000.0
2021;November;3;Cappuccino;39.0;25000.0
2021;November;3;Croissant;;18000.0
2021;November;3;Donat;6.0;15000.0
2021;November;3;Espresso;30.0;22000.0
2021;November;3;Latte;40.0;28000.0
2021;November;4;Americano;31.0;21000.0
2021;November;4;Cappuccino;41.0;25000.0
2021;November;4;Croissant;32.0;18000.0
2021;November;4;Donat;15.0;15000.0
2021;November;4;Espresso;35.0;22000.0
2021;November;4;Latte;40.0;28000.0
2021;November;5;Americano;54.0;
2021;November;5;Cappuccino;34.0;25000.0
2021;November;5;Croissant;12.0;18000.0
2021;November;5;Donat;29.0;15000.0
2021;November;5;Espresso;47.0;22000.0
2021;November;5;Latte;43.0;28000.0
2021;November;6;Americano;37.0;21000.0
2021;November;6;Cappuccino;51.0;25000.0
2021;November;6;Croissant;24.0;18000.0
2021;November;6;Donat;24.0;15000.0
2021;November;6;Espresso;48.0;22000.0
2021;November;6;Latte;34.0;28000.0
2021;November;7;Americano;26.0;21000.0
2021;November;7;Cappuccino;46.0;25000.0
2021;November;7;Croissant;32.0;
2021;November;7;Donat;8.0;15000.0
2021;November;7;Espresso;38.0;22000.0
2021;November;7;Latte;46.0;28000.0
2021;November;8;Americano;36.0;21000.0
2021;November;8;Cappuccino;;
2021;November;8;Croissant;13.0;18000.0
2021;November;8;Donat;20.0;15000.0
2021;November;8;Espresso;48.0;22000.0
2021;November;8;Latte;49.0;28000.0
2021;November;9;Americano;;21000.0
2021;November;9;Cappuccino;50.0;25000.0
2021;November;9;Croissant;17.0;18000.0
2021;November;9;Donat;20.0;15000.0
2021;November;9;Espresso;37.0;22000.0
2021;November;9;Latte;46.0;28000.0
2021;November;10;Croissant;12.0;18000.0
2021;November;10;Donat;;15000.0
2021;November;10;Espresso;;22000.0
2021;November;10;Latte;33.0;28000.0
2021;November;10;;47.0;25000.0
2021;November;10;;52.0;21000.0
2021;November;11;Americano;43.0;21000.0
2021;November;11;Cappuccino;33.0;25000.0
2021;November;11;Croissant;18.0;18000.0
2021;November;11;Donat;21.0;15000.0
2021;November;11;Espresso;39.0;22000.0
2021;November;11;Latte;42.0;28000.0
2021;November;12;Americano;39.0;21000.0
2021;November;12;Cappuccino;36.0;25000.0
2021;November;12;Croissant;21.0;18000.0
2021;November;12;Donat;;15000.0
2021;November;12;Espresso;44.0;22000.0
2021;November;12;Latte;40.0;28000.0
2021;November;13;Americano;37.0;21000.0
2021;November;13;Cappuccino;44.0;25000.0
2021;November;13;Croissant;27.0;18000.0
2021;November;13;Donat;19.0;15000.0
2021;November;13;Espresso;37.0;22000.0
2021;November;13;Latte;52.0;28000.0
2021;November;14;Americano;43.0;21000.0
2021;November;14;Cappuccino;39.0;25000.0
2021;November;14;Croissant;9.0;
2021;November;14;Donat;12.0;15000.0
2021;November;14;Espresso;49.0;22000.0
2021;November;14;Latte;42.0;28000.0
2021;November;15;Americano;57.0;
2021;November;15;Cappuccino;53.0;25000.0
2021;November;15;Croissant;27.0;18000.0
2021;November;15;Espresso;30.0;22000.0
2021;November;15;Latte;41.0;28000.0
2021;November;15;;26.0;15000.0
2021;November;16;Cappuccino;33.0;25000.0
2021;November;16;Croissant;20.0;18000.0
2021;November;16;Donat;18.0;15000.0
2021;November;16;Espresso;25.0;22000.0
2021;November;16;Latte;35.0;28000.0
2021;November;16;;35.0;21000.0
2021;November;17;Americano;41.0;
2021;November;17;Cappuccino;31.0;25000.0
2021;November;17;Croissant;38.0;18000.0
2021;November;17;Donat;14.0;15000.0
2021;November;17;Espresso;24.0;22000.0
2021;November;17;Latte;45.0;28000.0
2021;November;18;Americano;55.0;21000.0
2021;November;18;Cappuccino;48.0;25000.0
2021;November;18;Donat;25.0;15000.0
2021;November;18;Espresso;19.0;22000.0
2021;November;18;Latte;37.0;28000.0
2021;November;18;;12.0;18000.0
2021;November;19;Americano;27.0;21000.0
2021;November;19;Cappuccino;61.0;25000.0
2021;November;19;Croissant;24.0;
2021;November;19;Donat;25.0;
2021;November;19;Espresso;36.0;22000.0
2021;November;19;Latte;39.0;28000.0
2021;November;20;Americano;36.0;21000.0
2021;November;20;Cappuccino;;25000.0
2021;November;20;Croissant;24.0;18000.0
2021;November;20;Donat;19.0;15000.0
2021;November;20;Espresso;48.0;22000.0
2021;November;20;Latte;40.0;28000.0
2021;November;21;Americano;39.0;21000.0
2021;November;21;Cappuccino;43.0;25000.0
2021;November;21;Croissant;31.0;18000.0
2021;November;21;Donat;21.0;15000.0
2021;November;21;Espresso;44.0;22000.0
2021;November;21;Latte;37.0;28000.0
2021;November;22;Americano;34.0;21000.0
2021;November;22;Cappuccino;32.0;25000.0
2021;November;22;Croissant;17.0;18000.0
2021;November;22;Donat;32.0;15000.0
2021;November;22;Espresso;25.0;22000.0
2021;November;22;Latte;50.0;28000.0
2021;November;23;Cappuccino;48.0;25000.0
2021;November;23;Croissant;21.0;18000.0
2021;November;23;Donat;;15000.0
2021;November;23;Espresso;22.0;22000.0
2021;November;23;Latte;65.0;28000.0
2021;November;23;;41.0;21000.0
2021;November;24;Americano;40.0;
2021;November;24;Cappuccino;44.0;25000.0
2021;November;24;Croissant;20.0;18000.0
2021;November;24;Donat;20.0;15000.0
2021;November;24;Espresso;;22000.0
2021;November;24;Latte;45.0;28000.0
2021;November;25;Americano;;21000.0
2021;November;25;Cappuccino;44.0;25000.0
2021;November;25;Croissant;;18000.0
2021;November;25;Donat;23.0;15000.0
2021;November;25;Espresso;38.0;22000.0
2021;November;25;Latte;49.0;28000.0
2021;November;26;Americano;47.0;21000.0
2021;November;26;Cappuccino;48.0;25000.0
2021;November;26;Croissant;15.0;18000.0
2021;November;26;Donat;25.0;15000.0
2021;November;26;Espresso;39.0;22000.0
2021;November;26;Latte;36.0;28000.0
2021;November;27;Americano;46.0;21000.0
2021;November;27;Cappuccino;34.0;25000.0
2021;November;27;Croissant;29.0;18000.0
2021;November;27;Donat;26.0;15000.0
2021;November;27;Espresso;32.0;22000.0
2021;November;27;;28.0;28000.0
2021;November;28;Americano;43.0;21000.0
2021;November;28;Cappuccino;34.0;25000.0
2021;November;28;Croissant;28.0;18000.0
2021;November;28;Donat;28.0;15000.0
2021;November;28;Espresso;45.0;22000.0
2021;November;28;Latte;44.0;28000.0
2021;November;29;Americano;48.0;21000.0
2021;November;29;Cappuccino;42.0;25000.0
2021;November;29;Croissant;21.0;18000.0
2021;November;29;Donat;14.0;15000.0
2021;November;29;Espresso;49.0;22000.0
2021;November;29;Latte;45.0;28000.0
2021;November;30;Americano;38.0;21000.0
2021;November;30;Cappuccino;34.0;
2021;November;30;Croissant;15.0;18000.0
2021;November;30;Donat;19.0;15000.0
2021;November;30;Espresso;38.0;22000.0
2021;November;30;Latte;34.0;28000.0
2021;Desember;1;Americano;33.0;21000.0
2021;Desember;1;Cappuccino;40.0;25000.0
2021;Desember;1;Croissant;27.0;18000.0
2021;Desember;1;Donat;29.0;15000.0
2021;Desember;1;Espresso;24.0;22000.0
2021;Desember;1;Latte;41.0;28000.0
2021;Desember;2;Americano;32.0;21000.0
2021;Desember;2;Cappuccino;33.0;25000.0
2021;Desember;2;Croissant;28.0;18000.0
2021;Desember;2;Donat;20.0;15000.0
2021;Desember;2;Espresso;27.0;22000.0
2021;Desember;2;Latte;33.0;
2021;Desember;3;Americano;30.0;21000.0
2021;Desember;3;Cappuccino;45.0;25000.0
2021;Desember;3;Croissant;22.0;
2021;Desember;3;Donat;24.0;15000.0
2021;Desember;3;Espresso;37.0;22000.0
2021;Desember;3;Latte;23.0;28000.0
2021;Desember;4;Americano;;21000.0
2021;Desember;4;Cappuccino;15.0;25000.0
2021;Desember;4;Croissant;36.0;18000.0
2021;Desember;4;Donat;31.0;15000.0
2021;Desember;4;Espresso;50.0;22000.0
2021;Desember;4;Latte;29.0;28000.0
2021;Desember;5;Americano;32.0;21000.0
2021;Desember;5;Cappuccino;46.0;25000.0
2021;Desember;5;Croissant;25.0;18000.0
2021;Desember;5;Donat;26.0;15000.0
2021;Desember;5;Espresso;41.0;22000.0
2021;Desember;5;;36.0;
2021;Desember;6;Americano;35.0;21000.0
2021;Desember;6;Cappuccino;43.0;25000.0
2021;Desember;6;Croissant;21.0;18000.0
2021;Desember;6;Donat;7.0;15000.0
2021;Desember;6;Espresso;;22000.0
2021;Desember;6;Latte;62.0;28000.0
